state,county,candidate,party,votes
Maine,Winslow,Jo Jorgensen,LIB,85
Maine,Winslow,Howie Hawkins,GRN,46
Maine,Winslow,Rocky De La Fuente,ALI,4
Maine,Winslow, Write-ins,WRI,0
Maine,Winthrop,Joe Biden,DEM,1963
Maine,Winthrop,Donald Trump,REP,1649
Maine,Winthrop,Jo Jorgensen,LIB,69
Maine,Winthrop,Howie Hawkins,GRN,55
Maine,Winthrop,Rocky De La Fuente,ALI,1
Maine,Winthrop, Write-ins,WRI,0
Maine,Appleton,Joe Biden,DEM,478
Maine,Appleton,Donald Trump,REP,407
Maine,Appleton,Howie Hawkins,GRN,15
Maine,Appleton,Jo Jorgensen,LIB,15
Maine,Appleton,Rocky De La Fuente,ALI,0
Maine,Appleton, Write-ins,WRI,0
Maine,Camden,Joe Biden,DEM,2931
Maine,Camden,Donald Trump,REP,832
Maine,Camden,Howie Hawkins,GRN,37
Maine,Camden,Jo Jorgensen,LIB,32
Maine,Camden,Rocky De La Fuente,ALI,5
Maine,Camden, Write-ins,WRI,0
Maine,Cushing,Donald Trump,REP,520
Maine,Cushing,Joe Biden,DEM,424
Maine,Cushing,Jo Jorgensen,LIB,11
Maine,Cushing,Howie Hawkins,GRN,5
Maine,Cushing,Rocky De La Fuente,ALI,0
Maine,Cushing, Write-ins,WRI,0
Maine,Friendship,Donald Trump,REP,477
Maine,Friendship,Joe Biden,DEM,309
Maine,Friendship,Jo Jorgensen,LIB,11
Maine,Friendship,Howie Hawkins,GRN,2
Maine,Friendship,Rocky De La Fuente,ALI,0
Maine,Friendship, Write-ins,WRI,0
Maine,Hope,Joe Biden,DEM,653
Maine,Hope,Donald Trump,REP,443
Maine,Hope,Jo Jorgensen,LIB,11
Maine,Hope,Howie Hawkins,GRN,10
Maine,Hope,Rocky De La Fuente,ALI,0
Maine,Hope, Write-ins,WRI,0
Maine,Isle Au Haut,Joe Biden,DEM,0
Maine,Isle Au Haut,Donald Trump,REP,0
Maine,Isle Au Haut,Rocky De La Fuente,ALI,0
Maine,Isle Au Haut,Howie Hawkins,GRN,0
Maine,Isle Au Haut,Jo Jorgensen,LIB,0
Maine,Isle Au Haut, Write-ins,WRI,0
Maine,Matinicus Isle Plt.,Joe Biden,DEM,0
Maine,Matinicus Isle Plt.,Donald Trump,REP,0
Maine,Matinicus Isle Plt.,Rocky De La Fuente,ALI,0
Maine,Matinicus Isle Plt.,Howie Hawkins,GRN,0
Maine,Matinicus Isle Plt.,Jo Jorgensen,LIB,0
Maine,Matinicus Isle Plt., Write-ins,WRI,0
Maine,North Haven,Joe Biden,DEM,0
Maine,North Haven,Donald Trump,REP,0
Maine,North Haven,Rocky De La Fuente,ALI,0
Maine,North Haven,Howie Hawkins,GRN,0
Maine,North Haven,Jo Jorgensen,LIB,0
Maine,North Haven, Write-ins,WRI,0
Maine,Owl's Head,Joe Biden,DEM,584
Maine,Owl's Head,Donald Trump,REP,454
Maine,Owl's Head,Jo Jorgensen,LIB,18
Maine,Owl's Head,Howie Hawkins,GRN,8
Maine,Owl's Head,Rocky De La Fuente,ALI,1
Maine,Owl's Head, Write-ins,WRI,0
Maine,Rockland,Joe Biden,DEM,2493
Maine,Rockland,Donald Trump,REP,1363
Maine,Rockland,Howie Hawkins,GRN,54
Maine,Rockland,Jo Jorgensen,LIB,49
Maine,Rockland,Rocky De La Fuente,ALI,6
Maine,Rockland, Write-ins,WRI,0
Maine,Rockport,Joe Biden,DEM,1694
Maine,Rockport,Donald Trump,REP,776
Maine,Rockport,Jo Jorgensen,LIB,39
Maine,Rockport,Howie Hawkins,GRN,17
Maine,Rockport,Rocky De La Fuente,ALI,4
Maine,Rockport, Write-ins,WRI,0
Maine,St. George,Joe Biden,DEM,1108
Maine,St. George,Donald Trump,REP,660
Maine,St. George,Jo Jorgensen,LIB,22
Maine,St. George,Howie Hawkins,GRN,15
Maine,St. George,Rocky De La Fuente,ALI,6
Maine,St. George, Write-ins,WRI,0
Maine,South Thomaston,Joe Biden,DEM,574
Maine,South Thomaston,Donald Trump,REP,403
Maine,South Thomaston,Jo Jorgensen,LIB,15
Maine,South Thomaston,Howie Hawkins,GRN,4
Maine,South Thomaston, Write-ins,WRI,1
Maine,South Thomaston,Rocky De La Fuente,ALI,0
Maine,Thomaston,Joe Biden,DEM,960
Maine,Thomaston,Donald Trump,REP,664
Maine,Thomaston,Howie Hawkins,GRN,23
Maine,Thomaston,Jo Jorgensen,LIB,16
Maine,Thomaston, Write-ins,WRI,3
Maine,Thomaston,Rocky De La Fuente,ALI,2
Maine,Union,Donald Trump,REP,786
Maine,Union,Joe Biden,DEM,726
Maine,Union,Jo Jorgensen,LIB,28
Maine,Union,Howie Hawkins,GRN,16
Maine,Union,Rocky De La Fuente,ALI,4
Maine,Union, Write-ins,WRI,1
Maine,Vinalhaven,Joe Biden,DEM,531
Maine,Vinalhaven,Donald Trump,REP,287
Maine,Vinalhaven,Jo Jorgensen,LIB,15
Maine,Vinalhaven,Howie Hawkins,GRN,4
Maine,Vinalhaven,Rocky De La Fuente,ALI,0
Maine,Vinalhaven, Write-ins,WRI,0
Maine,Warren,Donald Trump,REP,1258
Maine,Warren,Joe Biden,DEM,918
Maine,Warren,Jo Jorgensen,LIB,46
Maine,Warren,Howie Hawkins,GRN,22
Maine,Warren, Write-ins,WRI,6
Maine,Warren,Rocky De La Fuente,ALI,3
Maine,Washington,Joe Biden,DEM,0
Maine,Washington,Donald Trump,REP,0
Maine,Washington,Rocky De La Fuente,ALI,0
Maine,Washington,Howie Hawkins,GRN,0
Maine,Washington,Jo Jorgensen,LIB,0
Maine,Washington, Write-ins,WRI,0
Maine,Alna,Joe Biden,DEM,320
Maine,Alna,Donald Trump,REP,174
Maine,Alna,Jo Jorgensen,LIB,13
Maine,Alna,Howie Hawkins,GRN,8
Maine,Alna,Rocky De La Fuente,ALI,2
Maine,Alna, Write-ins,WRI,0
Maine,Boothbay,Joe Biden,DEM,1229
Maine,Boothbay,Donald Trump,REP,922
Maine,Boothbay,Jo Jorgensen,LIB,37
Maine,Boothbay,Howie Hawkins,GRN,16
Maine,Boothbay,Rocky De La Fuente,ALI,4
Maine,Boothbay, Write-ins,WRI,0
Maine,Boothbay Harbor,Joe Biden,DEM,814
Maine,Boothbay Harbor,Donald Trump,REP,545
Maine,Boothbay Harbor,Jo Jorgensen,LIB,25
Maine,Boothbay Harbor,Howie Hawkins,GRN,11
Maine,Boothbay Harbor,Rocky De La Fuente,ALI,0
Maine,Boothbay Harbor, Write-ins,WRI,0
Maine,Bremen,Joe Biden,DEM,0
Maine,Bremen,Donald Trump,REP,0
Maine,Bremen,Rocky De La Fuente,ALI,0
Maine,Bremen,Howie Hawkins,GRN,0
Maine,Bremen,Jo Jorgensen,LIB,0
Maine,Bremen, Write-ins,WRI,0
Maine,Bristol,Joe Biden,DEM,1275
Maine,Bristol,Donald Trump,REP,808
Maine,Bristol,Jo Jorgensen,LIB,23
Maine,Bristol,Howie Hawkins,GRN,17
Maine,Bristol,Rocky De La Fuente,ALI,1
Maine,Bristol, Write-ins,WRI,0
Maine,Damariscotta,Joe Biden,DEM,980
Maine,Damariscotta,Donald Trump,REP,463
Maine,Damariscotta,Jo Jorgensen,LIB,15
Maine,Damariscotta,Howie Hawkins,GRN,14
Maine,Damariscotta,Rocky De La Fuente,ALI,4
Maine,Damariscotta, Write-ins,WRI,0
Maine,Dresden,Donald Trump,REP,580
Maine,Dresden,Joe Biden,DEM,542
Maine,Dresden,Jo Jorgensen,LIB,30
Maine,Dresden,Howie Hawkins,GRN,6
Maine,Dresden,Rocky De La Fuente,ALI,1
Maine,Dresden, Write-ins,WRI,0
Maine,Edgecomb,Joe Biden,DEM,0
Maine,Edgecomb,Donald Trump,REP,0
Maine,Edgecomb,Rocky De La Fuente,ALI,0
Maine,Edgecomb,Howie Hawkins,GRN,0
Maine,Edgecomb,Jo Jorgensen,LIB,0
Maine,Edgecomb, Write-ins,WRI,0
Maine,Jefferson,Donald Trump,REP,951
Maine,Jefferson,Joe Biden,DEM,679
Maine,Jefferson,Jo Jorgensen,LIB,44
Maine,Jefferson,Howie Hawkins,GRN,17
Maine,Jefferson,Rocky De La Fuente,ALI,0
Maine,Jefferson, Write-ins,WRI,0
Maine,Monhegan Plt.,Joe Biden,DEM,51
Maine,Monhegan Plt.,Donald Trump,REP,7
Maine,Monhegan Plt.,Howie Hawkins,GRN,3
Maine,Monhegan Plt.,Jo Jorgensen,LIB,1
Maine,Monhegan Plt.,Rocky De La Fuente,ALI,0
Maine,Monhegan Plt., Write-ins,WRI,0
Maine,Newcastle,Joe Biden,DEM,923
Maine,Newcastle,Donald Trump,REP,403
Maine,Newcastle,Jo Jorgensen,LIB,19
Maine,Newcastle, Write-ins,WRI,18
Maine,Newcastle,Howie Hawkins,GRN,11
Maine,Newcastle,Rocky De La Fuente,ALI,3
Maine,Nobleboro,Joe Biden,DEM,729
Maine,Nobleboro,Donald Trump,REP,559
Maine,Nobleboro,Rocky De La Fuente,ALI,0
Maine,Nobleboro,Howie Hawkins,GRN,0
Maine,Nobleboro,Jo Jorgensen,LIB,0
Maine,Nobleboro, Write-ins,WRI,0
Maine,Somerville,Joe Biden,DEM,0
Maine,Somerville,Donald Trump,REP,0
Maine,Somerville,Rocky De La Fuente,ALI,0
Maine,Somerville,Howie Hawkins,GRN,0
Maine,Somerville,Jo Jorgensen,LIB,0
Maine,Somerville, Write-ins,WRI,0
Maine,South Bristol,Joe Biden,DEM,429
Maine,South Bristol,Donald Trump,REP,261
Maine,South Bristol,Jo Jorgensen,LIB,18
Maine,South Bristol,Howie Hawkins,GRN,6
Maine,South Bristol,Rocky De La Fuente,ALI,2
Maine,South Bristol, Write-ins,WRI,0
Maine,Southport,Joe Biden,DEM,306
Maine,Southport,Donald Trump,REP,173
Maine,Southport,Jo Jorgensen,LIB,11
Maine,Southport,Howie Hawkins,GRN,1
Maine,Southport,Rocky De La Fuente,ALI,0
Maine,Southport, Write-ins,WRI,0
Maine,Waldoboro,Donald Trump,REP,1568
Maine,Waldoboro,Joe Biden,DEM,1294
Maine,Waldoboro,Jo Jorgensen,LIB,42
Maine,Waldoboro,Howie Hawkins,GRN,25
Maine,Waldoboro,Rocky De La Fuente,ALI,5
Maine,Waldoboro, Write-ins,WRI,0
Maine,Westport,Joe Biden,DEM,0
Maine,Westport,Donald Trump,REP,0
Maine,Westport,Rocky De La Fuente,ALI,0
Maine,Westport,Howie Hawkins,GRN,0
Maine,Westport,Jo Jorgensen,LIB,0
Maine,Westport, Write-ins,WRI,0
Maine,Whitefield,Donald Trump,REP,753
Maine,Whitefield,Joe Biden,DEM,688
Maine,Whitefield,Jo Jorgensen,LIB,18
Maine,Whitefield,Howie Hawkins,GRN,14
Maine,Whitefield,Rocky De La Fuente,ALI,6
Maine,Whitefield, Write-ins,WRI,4
Maine,Wiscasset,Joe Biden,DEM,1114
Maine,Wiscasset,Donald Trump,REP,1112
Maine,Wiscasset,Jo Jorgensen,LIB,61
Maine,Wiscasset,Howie Hawkins,GRN,26
Maine,Wiscasset,Rocky De La Fuente,ALI,0
Maine,Wiscasset, Write-ins,WRI,0
Maine,Andover,Donald Trump,REP,293
Maine,Andover,Joe Biden,DEM,223
Maine,Andover,Jo Jorgensen,LIB,16
Maine,Andover,Howie Hawkins,GRN,6
Maine,Andover,Rocky De La Fuente,ALI,0
Maine,Andover, Write-ins,WRI,0
Maine,Bethel,Joe Biden,DEM,1006
Maine,Bethel,Donald Trump,REP,749
Maine,Bethel,Jo Jorgensen,LIB,54
Maine,Bethel,Howie Hawkins,GRN,19
Maine,Bethel,Rocky De La Fuente,ALI,2
Maine,Bethel, Write-ins,WRI,0
Maine,Brownfield,Joe Biden,DEM,464
Maine,Brownfield,Donald Trump,REP,463
Maine,Brownfield,Howie Hawkins,GRN,10
Maine,Brownfield,Jo Jorgensen,LIB,10
Maine,Brownfield,Rocky De La Fuente,ALI,3
Maine,Brownfield, Write-ins,WRI,2
Maine,Buckfield,Donald Trump,REP,636
Maine,Buckfield,Joe Biden,DEM,436
Maine,Buckfield,Jo Jorgensen,LIB,14
Maine,Buckfield,Howie Hawkins,GRN,11
Maine,Buckfield,Rocky De La Fuente,ALI,1
Maine,Buckfield, Write-ins,WRI,0
Maine,Byron,Joe Biden,DEM,0
Maine,Byron,Donald Trump,REP,0
Maine,Byron,Rocky De La Fuente,ALI,0
Maine,Byron,Howie Hawkins,GRN,0
Maine,Byron,Jo Jorgensen,LIB,0
Maine,Byron, Write-ins,WRI,0
Maine,Canton,Donald Trump,REP,374
Maine,Canton,Joe Biden,DEM,154
Maine,Canton,Howie Hawkins,GRN,8
Maine,Canton,Jo Jorgensen,LIB,8
Maine,Canton,Rocky De La Fuente,ALI,0
Maine,Canton, Write-ins,WRI,0
Maine,Denmark,Joe Biden,DEM,0
Maine,Denmark,Donald Trump,REP,0
Maine,Denmark,Rocky De La Fuente,ALI,0
Maine,Denmark,Howie Hawkins,GRN,0
Maine,Denmark,Jo Jorgensen,LIB,0
Maine,Denmark, Write-ins,WRI,0
Maine,Dixfield,Donald Trump,REP,803
Maine,Dixfield,Joe Biden,DEM,460
Maine,Dixfield,Jo Jorgensen,LIB,30
Maine,Dixfield,Howie Hawkins,GRN,7
Maine,Dixfield,Rocky De La Fuente,ALI,2
Maine,Dixfield, Write-ins,WRI,0
Maine,Fryeburg,Joe Biden,DEM,1060
Maine,Fryeburg,Donald Trump,REP,813
Maine,Fryeburg,Jo Jorgensen,LIB,33
Maine,Fryeburg,Howie Hawkins,GRN,25
Maine,Fryeburg,Rocky De La Fuente,ALI,6
Maine,Fryeburg, Write-ins,WRI,0
Maine,Gilead,Joe Biden,DEM,0
Maine,Gilead,Donald Trump,REP,0
Maine,Gilead,Rocky De La Fuente,ALI,0
Maine,Gilead,Howie Hawkins,GRN,0
Maine,Gilead,Jo Jorgensen,LIB,0
Maine,Gilead, Write-ins,WRI,0
Maine,Greenwood,Joe Biden,DEM,278
Maine,Greenwood,Donald Trump,REP,242
Maine,Greenwood,Jo Jorgensen,LIB,10
Maine,Greenwood,Howie Hawkins,GRN,3
Maine,Greenwood,Rocky De La Fuente,ALI,0
Maine,Greenwood, Write-ins,WRI,0
Maine,Hanover,Joe Biden,DEM,101
Maine,Hanover,Donald Trump,REP,92
Maine,Hanover,Jo Jorgensen,LIB,5
Maine,Hanover,Rocky De La Fuente,ALI,0
Maine,Hanover,Howie Hawkins,GRN,0
Maine,Hanover, Write-ins,WRI,0
Maine,Hartford,Donald Trump,REP,428
Maine,Hartford,Joe Biden,DEM,278
Maine,Hartford,Jo Jorgensen,LIB,10
Maine,Hartford,Howie Hawkins,GRN,7
Maine,Hartford,Rocky De La Fuente,ALI,1
Maine,Hartford, Write-ins,WRI,0
Maine,Hebron,Donald Trump,REP,427
Maine,Hebron,Joe Biden,DEM,323
Maine,Hebron,Jo Jorgensen,LIB,24
Maine,Hebron,Rocky De La Fuente,ALI,2
Maine,Hebron,Howie Hawkins,GRN,2
Maine,Hebron, Write-ins,WRI,0
Maine,Hiram,Donald Trump,REP,528
Maine,Hiram,Joe Biden,DEM,373
Maine,Hiram,Jo Jorgensen,LIB,14
Maine,Hiram,Howie Hawkins,GRN,13
Maine,Hiram,Rocky De La Fuente,ALI,0
Maine,Hiram, Write-ins,WRI,0
Maine,Lincoln Plt.,Joe Biden,DEM,0
Maine,Lincoln Plt.,Donald Trump,REP,0
Maine,Lincoln Plt.,Rocky De La Fuente,ALI,0
Maine,Lincoln Plt.,Howie Hawkins,GRN,0
Maine,Lincoln Plt.,Jo Jorgensen,LIB,0
Maine,Lincoln Plt., Write-ins,WRI,0
Maine,Lovell,Joe Biden,DEM,399
Maine,Lovell,Donald Trump,REP,353
Maine,Lovell,Howie Hawkins,GRN,10
Maine,Lovell,Jo Jorgensen,LIB,4
Maine,Lovell,Rocky De La Fuente,ALI,0
Maine,Lovell, Write-ins,WRI,0
Maine,Magalloway Plt.,Joe Biden,DEM,0
Maine,Magalloway Plt.,Donald Trump,REP,0
Maine,Magalloway Plt.,Rocky De La Fuente,ALI,0
Maine,Magalloway Plt.,Howie Hawkins,GRN,0
Maine,Magalloway Plt.,Jo Jorgensen,LIB,0
Maine,Magalloway Plt., Write-ins,WRI,0
Maine,Mexico,Donald Trump,REP,676
Maine,Mexico,Joe Biden,DEM,556
Maine,Mexico,Jo Jorgensen,LIB,27
Maine,Mexico,Howie Hawkins,GRN,12
Maine,Mexico,Rocky De La Fuente,ALI,0
Maine,Mexico, Write-ins,WRI,0
Maine,Newry,Joe Biden,DEM,163
Maine,Newry,Donald Trump,REP,119
Maine,Newry,Rocky De La Fuente,ALI,6
Maine,Newry,Jo Jorgensen,LIB,4
Maine,Newry,Howie Hawkins,GRN,3
Maine,Newry, Write-ins,WRI,1
Maine,Norway,Joe Biden,DEM,1400
Maine,Norway,Donald Trump,REP,1363
Maine,Norway,Jo Jorgensen,LIB,51
Maine,Norway,Howie Hawkins,GRN,37
Maine,Norway,Rocky De La Fuente,ALI,3
Maine,Norway, Write-ins,WRI,0
Maine,Otisfield,Donald Trump,REP,605
Maine,Otisfield,Joe Biden,DEM,535
Maine,Otisfield,Jo Jorgensen,LIB,20
Maine,Otisfield,Howie Hawkins,GRN,11
Maine,Otisfield,Rocky De La Fuente,ALI,0
Maine,Otisfield, Write-ins,WRI,0
Maine,Oxford,Donald Trump,REP,1456
Maine,Oxford,Joe Biden,DEM,807
Maine,Oxford,Jo Jorgensen,LIB,39
Maine,Oxford,Howie Hawkins,GRN,20
Maine,Oxford,Rocky De La Fuente,ALI,3
Maine,Oxford, Write-ins,WRI,0
Maine,Paris,Donald Trump,REP,1494
Maine,Paris,Joe Biden,DEM,1280
Maine,Paris,Jo Jorgensen,LIB,49
Maine,Paris,Howie Hawkins,GRN,29
Maine,Paris, Write-ins,WRI,29
Maine,Paris,Rocky De La Fuente,ALI,3
Maine,Peru,Donald Trump,REP,561
Maine,Peru,Joe Biden,DEM,322
Maine,Peru,Jo Jorgensen,LIB,15
Maine,Peru,Howie Hawkins,GRN,9
Maine,Peru,Rocky De La Fuente,ALI,1
Maine,Peru, Write-ins,WRI,1
Maine,Porter,Donald Trump,REP,521
Maine,Porter,Joe Biden,DEM,328
Maine,Porter,Jo Jorgensen,LIB,17
Maine,Porter,Howie Hawkins,GRN,9
Maine,Porter,Rocky De La Fuente,ALI,0
Maine,Porter, Write-ins,WRI,0
Maine,Roxbury,Joe Biden,DEM,0
Maine,Roxbury,Donald Trump,REP,0
Maine,Roxbury,Rocky De La Fuente,ALI,0
Maine,Roxbury,Howie Hawkins,GRN,0
Maine,Roxbury,Jo Jorgensen,LIB,0
Maine,Roxbury, Write-ins,WRI,0
Maine,Rumford,Donald Trump,REP,1502
Maine,Rumford,Joe Biden,DEM,1275
Maine,Rumford,Jo Jorgensen,LIB,57
Maine,Rumford,Howie Hawkins,GRN,28
Maine,Rumford,Rocky De La Fuente,ALI,1
Maine,Rumford, Write-ins,WRI,0
Maine,Stoneham,Joe Biden,DEM,0
Maine,Stoneham,Donald Trump,REP,0
Maine,Stoneham,Rocky De La Fuente,ALI,0
Maine,Stoneham,Howie Hawkins,GRN,0
Maine,Stoneham,Jo Jorgensen,LIB,0
Maine,Stoneham, Write-ins,WRI,0
Maine,Stow,Joe Biden,DEM,0
Maine,Stow,Donald Trump,REP,0
Maine,Stow,Rocky De La Fuente,ALI,0
Maine,Stow,Howie Hawkins,GRN,0
Maine,Stow,Jo Jorgensen,LIB,0
Maine,Stow, Write-ins,WRI,0
Maine,Sumner,Donald Trump,REP,324
Maine,Sumner,Joe Biden,DEM,206
Maine,Sumner,Howie Hawkins,GRN,11
Maine,Sumner,Jo Jorgensen,LIB,11
Maine,Sumner,Rocky De La Fuente,ALI,1
Maine,Sumner, Write-ins,WRI,0
Maine,Sweden,Joe Biden,DEM,0
Maine,Sweden,Donald Trump,REP,0
Maine,Sweden,Rocky De La Fuente,ALI,0
Maine,Sweden,Howie Hawkins,GRN,0
Maine,Sweden,Jo Jorgensen,LIB,0
Maine,Sweden, Write-ins,WRI,0
Maine,Upton,Joe Biden,DEM,0
Maine,Upton,Donald Trump,REP,0
Maine,Upton,Rocky De La Fuente,ALI,0
Maine,Upton,Howie Hawkins,GRN,0
Maine,Upton,Jo Jorgensen,LIB,0
Maine,Upton, Write-ins,WRI,0
Maine,Waterford,Donald Trump,REP,557
Maine,Waterford,Joe Biden,DEM,452
Maine,Waterford,Jo Jorgensen,LIB,20
Maine,Waterford,Howie Hawkins,GRN,9
Maine,Waterford,Rocky De La Fuente,ALI,0
Maine,Waterford, Write-ins,WRI,0
Maine,West Paris,Donald Trump,REP,552
Maine,West Paris,Joe Biden,DEM,372
Maine,West Paris,Jo Jorgensen,LIB,22
Maine,West Paris,Howie Hawkins,GRN,10
Maine,West Paris,Rocky De La Fuente,ALI,1
Maine,West Paris, Write-ins,WRI,0
Maine,Woodstock,Donald Trump,REP,534
Maine,Woodstock,Joe Biden,DEM,368
Maine,Woodstock,Rocky De La Fuente,ALI,7
Maine,Woodstock,Howie Hawkins,GRN,6
Maine,Woodstock,Jo Jorgensen,LIB,3
Maine,Woodstock, Write-ins,WRI,0
Maine,Alton,Joe Biden,DEM,0
Maine,Alton,Donald Trump,REP,0
Maine,Alton,Rocky De La Fuente,ALI,0
Maine,Alton,Howie Hawkins,GRN,0
Maine,Alton,Jo Jorgensen,LIB,0
Maine,Alton, Write-ins,WRI,0
Maine,Bangor,Joe Biden,DEM,8575
Maine,Bangor,Donald Trump,REP,5498
Maine,Bangor,Jo Jorgensen,LIB,374
Maine,Bangor,Howie Hawkins,GRN,191
Maine,Bangor,Rocky De La Fuente,ALI,32
Maine,Bangor, Write-ins,WRI,1
Maine,Bradford,Joe Biden,DEM,0
Maine,Bradford,Donald Trump,REP,0
Maine,Bradford,Rocky De La Fuente,ALI,0
Maine,Bradford,Howie Hawkins,GRN,0
Maine,Bradford,Jo Jorgensen,LIB,0
Maine,Bradford, Write-ins,WRI,0
Maine,Bradley,Donald Trump,REP,485
Maine,Bradley,Joe Biden,DEM,378
Maine,Bradley,Jo Jorgensen,LIB,14
Maine,Bradley,Howie Hawkins,GRN,8
Maine,Bradley, Write-ins,WRI,5
Maine,Bradley,Rocky De La Fuente,ALI,2
Maine,Brewer,Donald Trump,REP,2568
Maine,Brewer,Joe Biden,DEM,2533
Maine,Brewer,Jo Jorgensen,LIB,132
Maine,Brewer,Howie Hawkins,GRN,38
Maine,Brewer,Rocky De La Fuente,ALI,7
Maine,Brewer, Write-ins,WRI,0
Maine,Burlington,Joe Biden,DEM,0
Maine,Burlington,Donald Trump,REP,0
Maine,Burlington,Rocky De La Fuente,ALI,0
Maine,Burlington,Howie Hawkins,GRN,0
Maine,Burlington,Jo Jorgensen,LIB,0
Maine,Burlington, Write-ins,WRI,0
Maine,Carmel,Donald Trump,REP,1183
Maine,Carmel,Joe Biden,DEM,560
Maine,Carmel,Jo Jorgensen,LIB,27
Maine,Carmel,Howie Hawkins,GRN,9
Maine,Carmel,Rocky De La Fuente,ALI,3
Maine,Carmel, Write-ins,WRI,0
Maine,Carroll Plt.,Donald Trump,REP,73
Maine,Carroll Plt.,Joe Biden,DEM,17
Maine,Carroll Plt.,Rocky De La Fuente,ALI,0
Maine,Carroll Plt.,Howie Hawkins,GRN,0
Maine,Carroll Plt.,Jo Jorgensen,LIB,0
Maine,Carroll Plt., Write-ins,WRI,0
Maine,Charleston,Donald Trump,REP,580
Maine,Charleston,Joe Biden,DEM,164
Maine,Charleston,Howie Hawkins,GRN,4
Maine,Charleston,Jo Jorgensen,LIB,4
Maine,Charleston,Rocky De La Fuente,ALI,1
Maine,Charleston, Write-ins,WRI,0
Maine,Chester,Joe Biden,DEM,0
Maine,Chester,Donald Trump,REP,0
Maine,Chester,Rocky De La Fuente,ALI,0
Maine,Chester,Howie Hawkins,GRN,0
Maine,Chester,Jo Jorgensen,LIB,0
Maine,Chester, Write-ins,WRI,0
Maine,Clifton,Joe Biden,DEM,0
Maine,Clifton,Donald Trump,REP,0
Maine,Clifton,Rocky De La Fuente,ALI,0
Maine,Clifton,Howie Hawkins,GRN,0
Maine,Clifton,Jo Jorgensen,LIB,0
Maine,Clifton, Write-ins,WRI,0
Maine,Corinna,Donald Trump,REP,847
Maine,Corinna,Joe Biden,DEM,363
Maine,Corinna,Jo Jorgensen,LIB,26
Maine,Corinna,Howie Hawkins,GRN,7
Maine,Corinna,Rocky De La Fuente,ALI,1
Maine,Corinna, Write-ins,WRI,0
Maine,Corinth,Donald Trump,REP,1147
Maine,Corinth,Joe Biden,DEM,390
Maine,Corinth,Jo Jorgensen,LIB,25
Maine,Corinth,Howie Hawkins,GRN,9
Maine,Corinth,Rocky De La Fuente,ALI,3
Maine,Corinth, Write-ins,WRI,0
Maine,Dexter,Donald Trump,REP,1169
Maine,Dexter,Joe Biden,DEM,617
Maine,Dexter,Jo Jorgensen,LIB,30
Maine,Dexter,Howie Hawkins,GRN,25
Maine,Dexter,Rocky De La Fuente,ALI,0
Maine,Dexter, Write-ins,WRI,0
Maine,Dixmont,Joe Biden,DEM,0
Maine,Dixmont,Donald Trump,REP,0
Maine,Dixmont,Rocky De La Fuente,ALI,0
Maine,Dixmont,Howie Hawkins,GRN,0
Maine,Dixmont,Jo Jorgensen,LIB,0
Maine,Dixmont, Write-ins,WRI,0
Maine,Drew Plt.,Joe Biden,DEM,0
Maine,Drew Plt.,Donald Trump,REP,0
Maine,Drew Plt.,Rocky De La Fuente,ALI,0
Maine,Drew Plt.,Howie Hawkins,GRN,0
Maine,Drew Plt.,Jo Jorgensen,LIB,0
Maine,Drew Plt., Write-ins,WRI,0
Maine,East Millinocket,Donald Trump,REP,1470
Maine,East Millinocket,Joe Biden,DEM,1144
Maine,East Millinocket,Jo Jorgensen,LIB,28
Maine,East Millinocket,Howie Hawkins,GRN,9
Maine,East Millinocket,Rocky De La Fuente,ALI,4
Maine,East Millinocket, Write-ins,WRI,0
Maine,Eddington,Donald Trump,REP,903
Maine,Eddington,Joe Biden,DEM,503
Maine,Eddington,Jo Jorgensen,LIB,38
Maine,Eddington, Write-ins,WRI,17
Maine,Eddington,Howie Hawkins,GRN,8
Maine,Eddington,Rocky De La Fuente,ALI,4
Maine,Edinburg,Joe Biden,DEM,0
Maine,Edinburg,Donald Trump,REP,0
Maine,Edinburg,Rocky De La Fuente,ALI,0
Maine,Edinburg,Howie Hawkins,GRN,0
Maine,Edinburg,Jo Jorgensen,LIB,0
Maine,Edinburg, Write-ins,WRI,0
Maine,Enfield,Donald Trump,REP,585
Maine,Enfield,Joe Biden,DEM,279
Maine,Enfield,Howie Hawkins,GRN,6
Maine,Enfield,Jo Jorgensen,LIB,1
Maine,Enfield, Write-ins,WRI,1
Maine,Enfield,Rocky De La Fuente,ALI,0
Maine,Etna,Donald Trump,REP,495
Maine,Etna,Joe Biden,DEM,216
Maine,Etna,Jo Jorgensen,LIB,11
Maine,Etna,Howie Hawkins,GRN,4
Maine,Etna,Rocky De La Fuente,ALI,0
Maine,Etna, Write-ins,WRI,0
Maine,Exeter,Donald Trump,REP,366
Maine,Exeter,Joe Biden,DEM,190
Maine,Exeter,Jo Jorgensen,LIB,9
Maine,Exeter,Howie Hawkins,GRN,5
Maine,Exeter,Rocky De La Fuente,ALI,1
Maine,Exeter, Write-ins,WRI,0
Maine,Garland,Donald Trump,REP,409
Maine,Garland,Joe Biden,DEM,177
Maine,Garland,Jo Jorgensen,LIB,13
Maine,Garland,Howie Hawkins,GRN,6
Maine,Garland,Rocky De La Fuente,ALI,0
Maine,Garland, Write-ins,WRI,0
Maine,Glenburn,Donald Trump,REP,1612
Maine,Glenburn,Joe Biden,DEM,1108
